Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to100],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
1,Two,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Two06,Two02,1,0.94,Two02,"{'Two02': 0.9433611831108685, 'Two07': 0.9293757621392413, 'Seven01': 0.8555166578272868, 'One06': 0.7700906268733759, 'Three06': 0.7160051197611099, 'One07': 0.6753659962600159, 'Three02': 0.6347080264046379, 'Five08': 0.6128550129373906, 'Seven07': 0.6119471859037077, 'Five02': 0.5720961083007808, 'Nine10': 0.4472092197509344, 'Four01': 0.38662688072556184, 'Six01': 0.3785856716088083, 'Nine06': 0.36972667901407286, 'Six05': 0.3696350701673876, 'Four02': 0.3273121947607889, 'Zero01': 0.29439608684505325, 'Zero10': 0.2753874885713292, 'Eight03': 0.2732764433605146, 'Eight04': 0.24853345463856802}"
1,Three,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Three07,Three06,1,0.93,Three06,"{'Three06': 0.9273708759180368, 'Three02': 0.8054154179553419, 'Seven01': 0.7874868812619439, 'One06': 0.764727654030789, 'Two02': 0.729483171713541, 'Two07': 0.7272865559773785, 'One07': 0.6653947867783875, 'Seven07': 0.6176736011676351, 'Five02': 0.6145364004067443, 'Five08': 0.5352704992562511, 'Nine10': 0.4843620223467282, 'Four01': 0.45606701610676204, 'Six05': 0.4474161422318774, 'Six01': 0.4433215762095404, 'Four02': 0.4233498050423723, 'Nine06': 0.4217901768387984, 'Eight04': 0.339326246775693, 'Zero01': 0.33892712677192394, 'Eight03': 0.3328521996207414, 'Zero10': 0.33014133144294133}"
1,Four,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Four10,Four02,1,0.86,Four02,"{'Four02': 0.8559565397582828, 'Four01': 0.7886310914366128, 'Six05': 0.6586459896103128, 'Zero10': 0.6549443482428352, 'Zero01': 0.6401788117639511, 'Six01': 0.630721331053507, 'Eight03': 0.5353875951963789, 'Three02': 0.5298607338145053, 'One06': 0.5271167390479921, 'Three06': 0.5156075294548821, 'Nine06': 0.46826538848210353, 'Eight04': 0.46449927380604195, 'Five02': 0.45092886989454395, 'Nine10': 0.4430882399360252, 'Two07': 0.38720721005070136, 'One07': 0.38437016065539475, 'Seven01': 0.37167682735655705, 'Two02': 0.3714476911529836, 'Five08': 0.357961163483702, 'Seven07': 0.31507285936772433}"
1,Five,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Five01,Five08,1,0.82,Five08,"{'Five08': 0.8171384704581987, 'Five02': 0.816036985877674, 'Three02': 0.7786316245749136, 'Three06': 0.735217561522689, 'One06': 0.7102098352159687, 'Seven01': 0.6442988859232894, 'One07': 0.6172230896679178, 'Nine06': 0.5986093423492733, 'Six05': 0.5909932427285374, 'Six01': 0.5901995962227526, 'Two02': 0.5771856012244555, 'Two07': 0.559308404313529, 'Four02': 0.5324447878206885, 'Nine10': 0.5015039889003816, 'Four01': 0.4820215978135567, 'Seven07': 0.4207392037896124, 'Eight03': 0.3246521081877398, 'Zero10': 0.27404802740147993, 'Zero01': 0.26954361462178356, 'Eight04': 0.20612497265053575}"
1,Six,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Six09,Six01,1,0.9,Six01,"{'Six01': 0.8983231935005573, 'Six05': 0.8451969621202162, 'Four02': 0.7519429872599586, 'Four01': 0.6500371870144972, 'Five02': 0.5443047702403219, 'Three02': 0.5425924654526053, 'One06': 0.535725599456611, 'Five08': 0.5127052340180894, 'Three06': 0.5100611135781026, 'Zero01': 0.5083846379236316, 'Zero10': 0.5032268618573479, 'Eight03': 0.4812354565916569, 'Nine06': 0.45453451241428233, 'One07': 0.3972803815583833, 'Two07': 0.3946786971815218, 'Two02': 0.38187548445868413, 'Eight04': 0.3750549668688743, 'Seven01': 0.3627084256565418, 'Nine10': 0.3022372372653779, 'Seven07': 0.21688422486045056}"
1,Seven,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Seven08,Seven07,1,0.86,Seven07,"{'Seven07': 0.8578161083813982, 'Seven01': 0.8366781270991726, 'One06': 0.7129333615272991, 'Two02': 0.6978961053550581, 'Two07': 0.6817884478666205, 'Three06': 0.6592693191085575, 'Three02': 0.6178812716857762, 'Nine10': 0.607865974430808, 'One07': 0.6017099335025508, 'Five02': 0.5451447239475545, 'Five08': 0.4813466527019876, 'Nine06': 0.4518627681120324, 'Four01': 0.35447779282703773, 'Four02': 0.3227409164206303, 'Six05': 0.3199924695515334, 'Six01': 0.2590754405046236, 'Eight03': 0.25384946339563064, 'Zero01': 0.2070814921654437, 'Zero10': 0.2039164500107038, 'Eight04': 0.1987798795842941}"
1,Eight,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Eight08,Eight03,1,0.91,Eight03,"{'Eight03': 0.9134117898927464, 'Eight04': 0.8514254718705485, 'Zero01': 0.5255658093516008, 'Zero10': 0.49217642859126376, 'Four02': 0.4725664187792603, 'Six05': 0.4633315445453322, 'Four01': 0.45008908518518487, 'Six01': 0.4489854359488026, 'One07': 0.415414857164749, 'One06': 0.3936870801045742, 'Three02': 0.36494507379771657, 'Three06': 0.3469869356313331, 'Two07': 0.2764720090509809, 'Nine06': 0.27366844490206355, 'Nine10': 0.25782983371885027, 'Seven01': 0.2557032423644575, 'Two02': 0.2491675921646782, 'Five02': 0.22917917566246293, 'Seven07': 0.22747809025447252, 'Five08': 0.17999596703068754}"
1,Nine,1,2,20,"['Zero01', 'Zero10', 'One07', 'One06', 'Two02', 'Two07', 'Three06', 'Three02', 'Four01', 'Four02', 'Five08', 'Five02', 'Six01', 'Six05', 'Seven01', 'Seven07', 'Eight03', 'Eight04', 'Nine10', 'Nine06']",Nine09,Nine06,1,0.83,Nine06,"{'Nine06': 0.83262496911068, 'Nine10': 0.8167883865596528, 'Five02': 0.6718810063017187, 'Four01': 0.5753454921806507, 'One06': 0.5729778201045738, 'Seven07': 0.567155145785941, 'Five08': 0.5479188787095743, 'Four02': 0.5169776242489927, 'Seven01': 0.4872244355508687, 'Three06': 0.46891061482553975, 'Three02': 0.4654893619377898, 'Two02': 0.423163685746867, 'Two07': 0.4153147352943459, 'One07': 0.38223332819694, 'Six01': 0.3524138182627735, 'Six05': 0.33498931960553546, 'Zero10': 0.3126941578753861, 'Zero01': 0.30208339734193135, 'Eight03': 0.26004765118099826, 'Eight04': 0.22973154440440957}"
1,Zero,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Zero03,Zero04,1,0.95,Zero04,"{'Zero04': 0.9481329889428541, 'Zero06': 0.9213270812861752, 'Zero01': 0.9021910332785164, 'Four10': 0.6438056038501196, 'Six07': 0.5876708827187108, 'Four07': 0.5853113362879115, 'Eight10': 0.545450726615357, 'Eight08': 0.5102004056910829, 'Four01': 0.4873220956588762, 'Eight06': 0.47100294162654277, 'Three06': 0.41245096082671306, 'Two01': 0.40635529697384776, 'One03': 0.39996996966207765, 'Six10': 0.39207342054166905, 'One02': 0.37773781782050175, 'Three04': 0.3700854361124767, 'Two04': 0.3636665419713505, 'Three09': 0.3611791989239519, 'Nine07': 0.3590638333672458, 'Six04': 0.3499153250722524, 'Two09': 0.33027102144192466, 'Five03': 0.32833430419159615, 'Seven01': 0.32606205202692673, 'Nine09': 0.3219940942057743, 'Seven10': 0.31989957627350385, 'Nine03': 0.30132243237625034, 'Five10': 0.26931381369006113, 'Seven08': 0.2648612488474368, 'Five05': 0.19942094730125182, 'One04': 0.1897096259238943}"
1,One,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",One10,One02,1,0.84,One02,"{'One02': 0.8437721066486452, 'One04': 0.8333616586644965, 'One03': 0.8264634984322942, 'Seven01': 0.7973053691658245, 'Three04': 0.7830103729063316, 'Three06': 0.7713439459258465, 'Five05': 0.7660297433949412, 'Two04': 0.7617451809840052, 'Seven10': 0.7544837535125771, 'Two09': 0.7515059905808794, 'Three09': 0.7507095601818534, 'Five10': 0.7426155872022677, 'Two01': 0.7376337449505617, 'Five03': 0.7228975479633593, 'Seven08': 0.7129333615272615, 'Nine03': 0.6368896730332406, 'Six04': 0.6273055756162302, 'Six10': 0.6241964536668481, 'Nine09': 0.5729778201045923, 'Four07': 0.5509430462579814, 'Six07': 0.5458326538651346, 'Four01': 0.5433711258214662, 'Nine07': 0.5304691326943651, 'Four10': 0.5271167390479891, 'Eight08': 0.3936870801045813, 'Eight06': 0.3925731000284548, 'Eight10': 0.3788570382217257, 'Zero04': 0.37445133120690277, 'Zero06': 0.3653350260186582, 'Zero01': 0.31322572217094324}"
1,Two,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Two03,Two04,1,0.93,Two04,"{'Two04': 0.9298341916591796, 'Two09': 0.9104450071027367, 'Two01': 0.8758420557668114, 'Seven01': 0.8638765124134273, 'Seven10': 0.8128392075633195, 'Three04': 0.7677194868782788, 'Seven08': 0.7401411466212078, 'One03': 0.6998655140644281, 'One02': 0.699761090300435, 'Three06': 0.6794801094036235, 'Three09': 0.675788615036861, 'Five10': 0.645199277708574, 'Five05': 0.6251163161522896, 'One04': 0.6225532390833717, 'Five03': 0.5936031010680549, 'Nine03': 0.5437118083002744, 'Six04': 0.47473561128365194, 'Six10': 0.4369928668230004, 'Nine09': 0.4261922181411363, 'Nine07': 0.3828301498775275, 'Zero04': 0.36449254190058356, 'Zero06': 0.35407856805379223, 'Six07': 0.34705921037026477, 'Four01': 0.3405458283239049, 'Four10': 0.3282526961617642, 'Four07': 0.32666264362357134, 'Zero01': 0.30846757789728996, 'Eight06': 0.2721096623009984, 'Eight08': 0.23194122726810262, 'Eight10': 0.2276174971985252}"
1,Three,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Three02,Three06,1,0.85,Three06,"{'Three06': 0.8541462281341073, 'Three09': 0.797586877177639, 'Three04': 0.7649207201217686, 'Five03': 0.747971915936466, 'Five10': 0.7088573034388614, 'Seven01': 0.6960552504376358, 'Five05': 0.6882098660646805, 'One03': 0.6691157070715981, 'Seven10': 0.6574126927204371, 'One02': 0.6518654008275049, 'Two04': 0.6453585630987622, 'Two09': 0.6272487909067478, 'Two01': 0.6208476370341094, 'Seven08': 0.617881271685776, 'One04': 0.6125735646932599, 'Six04': 0.58752068732369, 'Six10': 0.5667357526652124, 'Six07': 0.5441762104714166, 'Nine03': 0.5431265980762339, 'Four10': 0.5298607338145054, 'Four07': 0.5276633848103107, 'Four01': 0.4774700334978038, 'Nine09': 0.4654893619377901, 'Zero04': 0.4488130575513226, 'Zero06': 0.4421639258623883, 'Nine07': 0.43020788148596, 'Zero01': 0.3957540868010544, 'Eight10': 0.3947203604895888, 'Eight08': 0.3649450737977167, 'Eight06': 0.32670292368175624}"
1,Four,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Four05,Four07,1,0.91,Four07,"{'Four07': 0.905110847750123, 'Four10': 0.8518492760758737, 'Four01': 0.8080813083768121, 'Zero06': 0.6487800680950269, 'Six07': 0.6393121516090942, 'Zero04': 0.635199334188826, 'Zero01': 0.6126381599373618, 'Eight10': 0.5370175033699449, 'Nine07': 0.5278923914618577, 'Six10': 0.49574304440708283, 'Nine09': 0.47635254242826863, 'Five03': 0.47605007091756224, 'Eight08': 0.46311712199891364, 'Three06': 0.4590304556397463, 'Nine03': 0.4441785558622954, 'Six04': 0.43391434277753316, 'Three09': 0.4255275719145065, 'One02': 0.4234916122710791, 'One03': 0.4104161531871249, 'Five10': 0.40725511687155436, 'Eight06': 0.40171037214817384, 'Three04': 0.3794620096154756, 'One04': 0.3630369104621034, 'Five05': 0.3582611106287641, 'Two01': 0.3467904008651177, 'Seven01': 0.33187440899744813, 'Two04': 0.3316881799560508, 'Seven08': 0.3256462541410923, 'Seven10': 0.3227247894768893, 'Two09': 0.3203741422023919}"
1,Five,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Five02,Five03,1,0.85,Five03,"{'Five03': 0.8532546227046832, 'Five10': 0.8430158548026658, 'Five05': 0.7670784310194512, 'One04': 0.6805200632340104, 'Nine09': 0.6718810063017189, 'Three06': 0.6679819579408784, 'Three09': 0.6397717300467041, 'Nine07': 0.6349984438551701, 'Nine03': 0.6321723288200327, 'Seven01': 0.624597151017256, 'Three04': 0.6230402814189, 'Six04': 0.6153485669469678, 'Two04': 0.5906382378478062, 'Seven10': 0.5854437186377031, 'One03': 0.5849933453526932, 'One02': 0.5831788703998765, 'Two09': 0.5825799052882616, 'Six10': 0.5719739219625959, 'Two01': 0.5682291565276478, 'Seven08': 0.5451447239475546, 'Six07': 0.5418041560837632, 'Four07': 0.5217092400259732, 'Four01': 0.48542710917906895, 'Four10': 0.45092886989454395, 'Zero04': 0.3638218678813214, 'Zero06': 0.359844204629309, 'Zero01': 0.287498580040887, 'Eight10': 0.22926696084009546, 'Eight08': 0.22917917566246282, 'Eight06': 0.22549374099474961}"
1,Six,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Six08,Six07,1,0.85,Six07,"{'Six07': 0.8506159221818225, 'Zero04': 0.7414536715678073, 'Zero06': 0.7317691261654633, 'Six04': 0.7310049384363015, 'Four07': 0.730399523260243, 'Six10': 0.7142716462393088, 'Four10': 0.7041297197143785, 'Zero01': 0.6525775487438883, 'Four01': 0.6160619270004392, 'Five03': 0.5492457474598726, 'Five10': 0.547122744703131, 'Five05': 0.528825751122757, 'Eight10': 0.5045847523741263, 'One04': 0.4839652552721614, 'Three06': 0.46945976213445206, 'Eight08': 0.45086874120657994, 'One03': 0.4393245955121342, 'Three09': 0.4281276099470872, 'One02': 0.4279363326925799, 'Eight06': 0.4015430171205605, 'Nine07': 0.39642219147226043, 'Three04': 0.3929353074146241, 'Two01': 0.3785253894991172, 'Nine09': 0.37346442851254635, 'Two04': 0.3667040305879302, 'Seven01': 0.3534813517685369, 'Seven10': 0.3455336203627619, 'Two09': 0.3383258572833817, 'Nine03': 0.3215430283206817, 'Seven08': 0.32034873183384727}"
1,Seven,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Seven03,Seven01,1,0.98,Seven01,"{'Seven01': 0.975983574194129, 'Seven10': 0.9170670089030153, 'Two04': 0.863290925819977, 'Two09': 0.8461861363796436, 'Seven08': 0.837868070123778, 'Three04': 0.8305145047495327, 'Two01': 0.8057874321916049, 'Three06': 0.7540863085493342, 'Three09': 0.7509293041729528, 'One03': 0.7105069690524314, 'One02': 0.706018404756115, 'Five10': 0.6808096451172282, 'Five05': 0.6692860783504962, 'Five03': 0.6561574016769194, 'One04': 0.6159509430238427, 'Nine03': 0.5978515418904256, 'Nine09': 0.4932683091036225, 'Six04': 0.4733492508138397, 'Nine07': 0.44512967229649314, 'Six10': 0.4432650197821911, 'Four01': 0.405382685790321, 'Four07': 0.39403015345804926, 'Six07': 0.3747831054108288, 'Four10': 0.37196992792895234, 'Zero04': 0.3534954038730941, 'Zero06': 0.33998126746715107, 'Zero01': 0.2941196926455366, 'Eight06': 0.2752974573728413, 'Eight10': 0.26281860207387453, 'Eight08': 0.25204484783737413}"
