Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to100],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
1,delete_mark,1,1,16,"['triangle05', 'x01', 'rectangle10', 'circle03', 'check02', 'caret10', 'arrow07', 'left_sq_bracket02', 'right_sq_bracket09', 'v06', 'delete_mark10', 'left_curly_brace04', 'right_curly_brace04', 'star03', 'pigtail09', 'question_mark02']","['triangle10', 'x06', 'rectangle05', 'circle04', 'check06', 'caret09', 'arrow09', 'left_sq_bracket03', 'right_sq_bracket10', 'v04', 'delete_mark05', 'left_curly_brace08', 'right_curly_brace05', 'star04', 'pigtail02', 'question_mark06']",delete_mark10,True,0.7953329597709641,delete_mark10,"{'delete_mark10': 0.7953329597709641, 'caret10': 0.6103214060237232, 'v06': 0.5105472477265514, 'pigtail09': 0.4857740245202955, 'check02': 0.3949259116632643, 'arrow07': 0.36076768126447023, 'triangle05': 0.3593628372226949, 'x01': 0.35873563657285124, 'star03': 0.31515211846036195, 'circle03': 0.3117133337135892, 'left_curly_brace04': 0.30647424805372603, 'left_sq_bracket02': 0.25413907322883533, 'right_curly_brace04': 0.2126805644470643, 'rectangle10': 0.1949214524014692, 'right_sq_bracket09': 0.18765714561241775, 'question_mark02': 0.037782042589523224}"
1,left_curly_brace,1,1,16,"['triangle05', 'x01', 'rectangle10', 'circle03', 'check02', 'caret10', 'arrow07', 'left_sq_bracket02', 'right_sq_bracket09', 'v06', 'delete_mark10', 'left_curly_brace04', 'right_curly_brace04', 'star03', 'pigtail09', 'question_mark02']","['triangle10', 'x06', 'rectangle05', 'circle04', 'check06', 'caret09', 'arrow09', 'left_sq_bracket03', 'right_sq_bracket10', 'v04', 'delete_mark05', 'left_curly_brace08', 'right_curly_brace05', 'star04', 'pigtail02', 'question_mark06']",left_curly_brace04,True,0.8760258891590358,left_curly_brace04,"{'left_curly_brace04': 0.8760258891590358, 'left_sq_bracket02': 0.6729071886419409, 'right_sq_bracket09': 0.5912335853247586, 'question_mark02': 0.5461518251103131, 'right_curly_brace04': 0.485117973316883, 'check02': 0.43173145498867993, 'triangle05': 0.4233487869956055, 'delete_mark10': 0.3667472514750266, 'caret10': 0.3570670931546909, 'circle03': 0.3483806532747371, 'arrow07': 0.34528437766255704, 'star03': 0.33306996764593233, 'x01': 0.3323378702549481, 'pigtail09': 0.31784776218783184, 'v06': 0.23303447050688952, 'rectangle10': 0.2251107809394184}"
1,right_curly_brace,1,1,16,"['triangle05', 'x01', 'rectangle10', 'circle03', 'check02', 'caret10', 'arrow07', 'left_sq_bracket02', 'right_sq_bracket09', 'v06', 'delete_mark10', 'left_curly_brace04', 'right_curly_brace04', 'star03', 'pigtail09', 'question_mark02']","['triangle10', 'x06', 'rectangle05', 'circle04', 'check06', 'caret09', 'arrow09', 'left_sq_bracket03', 'right_sq_bracket10', 'v04', 'delete_mark05', 'left_curly_brace08', 'right_curly_brace05', 'star04', 'pigtail02', 'question_mark06']",right_curly_brace04,True,0.8505583630629974,right_curly_brace04,"{'right_curly_brace04': 0.8505583630629974, 'right_sq_bracket09': 0.6614567933274904, 'left_curly_brace04': 0.5363646830664662, 'left_sq_bracket02': 0.5343446689423668, 'question_mark02': 0.5073808102607578, 'triangle05': 0.4295962230058602, 'circle03': 0.396066532850751, 'x01': 0.39432731483315453, 'v06': 0.38489098000704947, 'delete_mark10': 0.3164184951745046, 'pigtail09': 0.3122220271453242, 'star03': 0.307846004675141, 'check02': 0.26846410852393443, 'caret10': 0.23597106521837496, 'arrow07': 0.22846888050082892, 'rectangle10': 0.21744392731647588}"
1,star,1,1,16,"['triangle05', 'x01', 'rectangle10', 'circle03', 'check02', 'caret10', 'arrow07', 'left_sq_bracket02', 'right_sq_bracket09', 'v06', 'delete_mark10', 'left_curly_brace04', 'right_curly_brace04', 'star03', 'pigtail09', 'question_mark02']","['triangle10', 'x06', 'rectangle05', 'circle04', 'check06', 'caret09', 'arrow09', 'left_sq_bracket03', 'right_sq_bracket10', 'v04', 'delete_mark05', 'left_curly_brace08', 'right_curly_brace05', 'star04', 'pigtail02', 'question_mark06']",star03,True,0.840781545734676,star03,"{'star03': 0.840781545734676, 'arrow07': 0.4991935358986582, 'delete_mark10': 0.42184450727099665, 'triangle05': 0.42143355157704165, 'check02': 0.4148396381139783, 'pigtail09': 0.4054962619833401, 'left_curly_brace04': 0.3924688021457655, 'caret10': 0.3661535756590194, 'x01': 0.3637693565232727, 'v06': 0.35845941717704455, 'question_mark02': 0.3245565739197477, 'left_sq_bracket02': 0.3201388143501255, 'rectangle10': 0.2875135186338834, 'right_curly_brace04': 0.2627627887452012, 'circle03': 0.2573625447019878, 'right_sq_bracket09': 0.24594781336760452}"
1,pigtail,1,1,16,"['triangle05', 'x01', 'rectangle10', 'circle03', 'check02', 'caret10', 'arrow07', 'left_sq_bracket02', 'right_sq_bracket09', 'v06', 'delete_mark10', 'left_curly_brace04', 'right_curly_brace04', 'star03', 'pigtail09', 'question_mark02']","['triangle10', 'x06', 'rectangle05', 'circle04', 'check06', 'caret09', 'arrow09', 'left_sq_bracket03', 'right_sq_bracket10', 'v04', 'delete_mark05', 'left_curly_brace08', 'right_curly_brace05', 'star04', 'pigtail02', 'question_mark06']",pigtail09,True,0.894283842953058,pigtail09,"{'pigtail09': 0.894283842953058, 'caret10': 0.6935879289937426, 'arrow07': 0.6035576253520663, 'triangle05': 0.5259160648155188, 'delete_mark10': 0.44318386245545094, 'circle03': 0.432367662596406, 'check02': 0.4058466002712089, 'star03': 0.39347640442330034, 'x01': 0.36286328057059447, 'v06': 0.3525760980296174, 'question_mark02': 0.3278170458957622, 'left_sq_bracket02': 0.32064887631768657, 'right_curly_brace04': 0.30312038329414004, 'left_curly_brace04': 0.2795148212822399, 'right_sq_bracket09': 0.17906026401224617, 'rectangle10': 0.1412402695916335}"
1,question_mark,1,1,16,"['triangle05', 'x01', 'rectangle10', 'circle03', 'check02', 'caret10', 'arrow07', 'left_sq_bracket02', 'right_sq_bracket09', 'v06', 'delete_mark10', 'left_curly_brace04', 'right_curly_brace04', 'star03', 'pigtail09', 'question_mark02']","['triangle10', 'x06', 'rectangle05', 'circle04', 'check06', 'caret09', 'arrow09', 'left_sq_bracket03', 'right_sq_bracket10', 'v04', 'delete_mark05', 'left_curly_brace08', 'right_curly_brace05', 'star04', 'pigtail02', 'question_mark06']",question_mark02,True,0.866675516413575,question_mark02,"{'question_mark02': 0.866675516413575, 'right_sq_bracket09': 0.5594176082917228, 'left_curly_brace04': 0.447166819429231, 'x01': 0.3684622778013301, 'right_curly_brace04': 0.36133955443007726, 'pigtail09': 0.3286571035834249, 'left_sq_bracket02': 0.3087434171665444, 'triangle05': 0.28890148611319977, 'star03': 0.2724396858590782, 'arrow07': 0.2519612228618332, 'v06': 0.2265220978049235, 'rectangle10': 0.20823722062216643, 'caret10': 0.19377582570228913, 'circle03': 0.17511065225490074, 'delete_mark10': 0.16475180438746317, 'check02': 0.12563683852986274}"
1,triangle,2,1,16,"['triangle02', 'x07', 'rectangle03', 'circle09', 'check09', 'caret06', 'arrow10', 'left_sq_bracket04', 'right_sq_bracket04', 'v05', 'delete_mark01', 'left_curly_brace06', 'right_curly_brace09', 'star05', 'pigtail08', 'question_mark09']","['triangle07', 'x01', 'rectangle10', 'circle08', 'check08', 'caret08', 'arrow03', 'left_sq_bracket09', 'right_sq_bracket02', 'v04', 'delete_mark08', 'left_curly_brace02', 'right_curly_brace02', 'star06', 'pigtail10', 'question_mark08']",triangle02,True,0.9033389714761624,triangle02,"{'triangle02': 0.9033389714761624, 'circle09': 0.783837958071977, 'v05': 0.5405650626869787, 'left_sq_bracket04': 0.514472050730527, 'pigtail08': 0.5026539300976954, 'right_curly_brace09': 0.45131889551708126, 'delete_mark01': 0.3751543310982557, 'star05': 0.3732978279825213, 'left_curly_brace06': 0.3713510059363342, 'question_mark09': 0.370664150763118, 'caret06': 0.3602228837355609, 'arrow10': 0.35877638119435873, 'right_sq_bracket04': 0.35548792687034625, 'check09': 0.08702049421690894, 'x07': 0.07023589805301667, 'rectangle03': 0.043765765951209734}"
1,x,2,1,16,"['triangle02', 'x07', 'rectangle03', 'circle09', 'check09', 'caret06', 'arrow10', 'left_sq_bracket04', 'right_sq_bracket04', 'v05', 'delete_mark01', 'left_curly_brace06', 'right_curly_brace09', 'star05', 'pigtail08', 'question_mark09']","['triangle07', 'x01', 'rectangle10', 'circle08', 'check08', 'caret08', 'arrow03', 'left_sq_bracket09', 'right_sq_bracket02', 'v04', 'delete_mark08', 'left_curly_brace02', 'right_curly_brace02', 'star06', 'pigtail10', 'question_mark08']",x07,True,0.954172157852708,x07,"{'x07': 0.954172157852708, 'rectangle03': 0.6426708358567008, 'check09': 0.4938334647401319, 'v05': 0.45655654834165293, 'delete_mark01': 0.40267505105588275, 'right_curly_brace09': 0.3920456370319315, 'arrow10': 0.38212341537664074, 'left_sq_bracket04': 0.3698672313303131, 'left_curly_brace06': 0.3644342233019324, 'star05': 0.3632748471802326, 'question_mark09': 0.3511599671961667, 'right_sq_bracket04': 0.3214015576984973, 'caret06': 0.28132212950116064, 'pigtail08': 0.204649466567433, 'triangle02': 0.16444225359555908, 'circle09': 0.1424669160730796}"
1,rectangle,2,1,16,"['triangle02', 'x07', 'rectangle03', 'circle09', 'check09', 'caret06', 'arrow10', 'left_sq_bracket04', 'right_sq_bracket04', 'v05', 'delete_mark01', 'left_curly_brace06', 'right_curly_brace09', 'star05', 'pigtail08', 'question_mark09']","['triangle07', 'x01', 'rectangle10', 'circle08', 'check08', 'caret08', 'arrow03', 'left_sq_bracket09', 'right_sq_bracket02', 'v04', 'delete_mark08', 'left_curly_brace02', 'right_curly_brace02', 'star06', 'pigtail10', 'question_mark08']",rectangle03,True,0.982903985542753,rectangle03,"{'rectangle03': 0.982903985542753, 'v05': 0.6898803572297578, 'x07': 0.6570504738098489, 'check09': 0.6168244410766066, 'circle09': 0.39017575460439013, 'delete_mark01': 0.3408346971238484, 'arrow10': 0.32088577665670626, 'left_curly_brace06': 0.31901193268421435, 'triangle02': 0.30632688616099735, 'star05': 0.3051510788096451, 'caret06': 0.2503382818137403, 'pigtail08': 0.22662408389255195, 'left_sq_bracket04': 0.2241347739036651, 'right_curly_brace09': 0.2143631074522233, 'right_sq_bracket04': 0.1739015252536591, 'question_mark09': 0.1480741143442924}"
1,circle,2,1,16,"['triangle02', 'x07', 'rectangle03', 'circle09', 'check09', 'caret06', 'arrow10', 'left_sq_bracket04', 'right_sq_bracket04', 'v05', 'delete_mark01', 'left_curly_brace06', 'right_curly_brace09', 'star05', 'pigtail08', 'question_mark09']","['triangle07', 'x01', 'rectangle10', 'circle08', 'check08', 'caret08', 'arrow03', 'left_sq_bracket09', 'right_sq_bracket02', 'v04', 'delete_mark08', 'left_curly_brace02', 'right_curly_brace02', 'star06', 'pigtail10', 'question_mark08']",circle09,True,0.9553156766797262,circle09,"{'circle09': 0.9553156766797262, 'triangle02': 0.7799656714357238, 'v05': 0.6742243128743091, 'pigtail08': 0.41873543894740195, 'right_curly_brace09': 0.41706357181660625, 'right_sq_bracket04': 0.3510078903603743, 'delete_mark01': 0.29718469356824306, 'caret06': 0.26433825719248605, 'question_mark09': 0.25918215409517076, 'rectangle03': 0.23742291748388755, 'left_sq_bracket04': 0.2270370946289364, 'left_curly_brace06': 0.21992949704051312, 'star05': 0.20253474901563073, 'arrow10': 0.19157389692410176, 'check09': 0.15207320334179586, 'x07': 0.08509415007107735}"
1,check,2,1,16,"['triangle02', 'x07', 'rectangle03', 'circle09', 'check09', 'caret06', 'arrow10', 'left_sq_bracket04', 'right_sq_bracket04', 'v05', 'delete_mark01', 'left_curly_brace06', 'right_curly_brace09', 'star05', 'pigtail08', 'question_mark09']","['triangle07', 'x01', 'rectangle10', 'circle08', 'check08', 'caret08', 'arrow03', 'left_sq_bracket09', 'right_sq_bracket02', 'v04', 'delete_mark08', 'left_curly_brace02', 'right_curly_brace02', 'star06', 'pigtail10', 'question_mark08']",check09,True,0.9092598054089256,check09,"{'check09': 0.9092598054089256, 'rectangle03': 0.6059531187286264, 'arrow10': 0.5526989494314413, 'left_curly_brace06': 0.5377025408485002, 'left_sq_bracket04': 0.5316182143141923, 'v05': 0.522184849436832, 'x07': 0.5207838238241347, 'delete_mark01': 0.4603634921060773, 'caret06': 0.44226447412678904, 'star05': 0.4069878757180302, 'pigtail08': 0.3726170463531868, 'right_curly_brace09': 0.20872769051940332, 'right_sq_bracket04': 0.19156780865358658, 'triangle02': 0.16761286463178637, 'circle09': 0.14977906651086736, 'question_mark09': 0.13978336057231244}"
1,caret,2,1,16,"['triangle02', 'x07', 'rectangle03', 'circle09', 'check09', 'caret06', 'arrow10', 'left_sq_bracket04', 'right_sq_bracket04', 'v05', 'delete_mark01', 'left_curly_brace06', 'right_curly_brace09', 'star05', 'pigtail08', 'question_mark09']","['triangle07', 'x01', 'rectangle10', 'circle08', 'check08', 'caret08', 'arrow03', 'left_sq_bracket09', 'right_sq_bracket02', 'v04', 'delete_mark08', 'left_curly_brace02', 'right_curly_brace02', 'star06', 'pigtail10', 'question_mark08']",caret06,True,0.9390756895068315,caret06,"{'caret06': 0.9390756895068315, 'pigtail08': 0.7005652570544241, 'arrow10': 0.6478868661202541, 'delete_mark01': 0.5693566702910959, 'check09': 0.5064618948433555, 'left_curly_brace06': 0.4179737576744924, 'v05': 0.3844202501549452, 'left_sq_bracket04': 0.3709316316548197, 'star05': 0.3641165554075918, 'triangle02': 0.33959249597249364, 'x07': 0.278695507761495, 'rectangle03': 0.25401334555318866, 'circle09': 0.24169435597390254, 'right_curly_brace09': 0.1699579712984406, 'question_mark09': 0.1013014507104415, 'right_sq_bracket04': 0.07768410006312554}"
1,arrow,2,1,16,"['triangle02', 'x07', 'rectangle03', 'circle09', 'check09', 'caret06', 'arrow10', 'left_sq_bracket04', 'right_sq_bracket04', 'v05', 'delete_mark01', 'left_curly_brace06', 'right_curly_brace09', 'star05', 'pigtail08', 'question_mark09']","['triangle07', 'x01', 'rectangle10', 'circle08', 'check08', 'caret08', 'arrow03', 'left_sq_bracket09', 'right_sq_bracket02', 'v04', 'delete_mark08', 'left_curly_brace02', 'right_curly_brace02', 'star06', 'pigtail10', 'question_mark08']",arrow10,True,0.9105377984968688,arrow10,"{'arrow10': 0.9105377984968688, 'caret06': 0.6067617572774466, 'pigtail08': 0.5890576607024249, 'check09': 0.5452695792617066, 'star05': 0.5425707078905853, 'left_sq_bracket04': 0.4549449165984527, 'left_curly_brace06': 0.4213194270706906, 'x07': 0.38113075308188193, 'delete_mark01': 0.3611788750875391, 'rectangle03': 0.35888250886494866, 'v05': 0.33747903354625486, 'triangle02': 0.2663517547236135, 'right_curly_brace09': 0.23441408624991678, 'question_mark09': 0.20718035723086092, 'right_sq_bracket04': 0.15353314649325644, 'circle09': 0.12896484895926064}"
